[3, 3, 3, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1]
[3, 3, 4, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 3, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 3, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 4, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 4, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2]
[3, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[4, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 5, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
