[3, 3, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 3, 4, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 3, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 2]
[3, 3, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 4, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 4, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 4, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 5, 4, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2]
[3, 5, 6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2]
[3, 6, 4, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[3, 6, 5, 5, 5, 5, 5, 7, 1, 1, 1, 1, 1, 1, 2]
[3, 6, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 2]
[4, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 4, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[4, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[4, 5, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[4, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[4, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 4, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[5, 4, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 4, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 3, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 4, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2]
[5, 5, 6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 2, 2]
[5, 5, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 6, 4, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[5, 6, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 2, 2]
[5, 6, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 2]
[6, 4, 5, 5, 5, 5, 7, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 5, 4, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2]
[6, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 2]
[6, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 2]
[6, 6, 5, 5, 5, 5, 7, 1, 1, 1, 1, 1, 1, 2, 2]
[6, 6, 6, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2, 2]
