[3, 3, 3, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 3, 4, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 3, 5, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 3, 6, 6, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[3, 3, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[3, 4, 3, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 4, 4, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[3, 4, 5, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 4, 6, 6, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[3, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[3, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[3, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[3, 5, 6, 5, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[3, 5, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[3, 6, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 2]
[3, 6, 5, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[3, 6, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[3, 6, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[3, 7, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[4, 3, 5, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 1, 2]
[4, 3, 7, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[4, 4, 5, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[4, 4, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[4, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[4, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 2, 2, 1, 1]
[4, 5, 6, 6, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[4, 5, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[4, 6, 5, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[4, 6, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[4, 6, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[4, 7, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[5, 4, 4, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 1, 1]
[5, 4, 5, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[5, 4, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[5, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[5, 5, 4, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[5, 5, 6, 5, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[5, 5, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[5, 6, 4, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[5, 6, 5, 5, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1]
[5, 6, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[5, 6, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[5, 7, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 1, 1, 1]
[6, 4, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 2, 2, 2]
[6, 5, 5, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 1, 1]
[6, 5, 6, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 2]
[6, 5, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 2]
[6, 6, 6, 7, 7, 7, 7, 7, 1, 1, 2, 2, 2, 1, 1]
[6, 6, 7, 7, 7, 7, 7, 7, 7, 1, 2, 2, 2, 1, 1]
[6, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 2, 1, 1, 1]
[7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 2, 2, 1, 1]
