[3, 3, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1]
[3, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1]
[3, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 5, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[3, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[4, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2]
[5, 5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 5, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[5, 6, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[6, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2]
